,Axie ID,Class,Axie Eyes Part ID,Axie Ears Part ID,Axie Horn Part ID,Axie Back Part ID,Axie Mouth Part ID,Axie Tail Part ID
105,11666380,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
106,11928535,Mech,Gero,Nimo,Anemone,Piranha,Anemone,Nimo
107,11944930,Aquatic,Sleepless,Nimo,Sandal,Toothless Bite,Trump,Nimo
108,11912162,Aquatic,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
109,11633645,Bird,Robin,Earwing,Tri Feather,Hungry Bird,Wing Horn,Granma's Fan
110,11699187,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
111,11666428,Mech,Tricky,Tassels,Indian Star,Tiny Turtle,Leaf Bug,Ant
112,11772932,Dusk,Neo,Inkling,Raven,Doubletalk,Parasite,Tadpole
113,11928591,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Shoal Star,Nimo
114,11797545,Mech,Neo,Innocent Lamb,Indian Star,Confident,Scaly Spoon,Ant
115,11650099,Dusk,Mavis,Earwing,Tri Feather,Confident,Wing Horn,Granma's Fan
116,11945018,Dawn,Little Owl,Earwing,Tri Feather,Kotaro,Wing Horn,Cottontail
117,11863109,Plant,Gecko,Small Frill,Green Thorns,Tiny Turtle,Watermelon,Cottontail
118,11945038,Reptile,Gecko,Nimo,Sponge,Catfish,Cactus,Nimo
119,11797590,Dusk,Neo,Inkling,Garish Worm,Doubletalk,Parasite,Tadpole
120,11863135,Plant,Gecko,Small Frill,Green Thorns,Tiny Turtle,Watermelon,Cottontail
121,11895915,Aquatic,Kotaro?,Earwing,Tri Feather,Square Teeth,Wing Horn,Granma's Fan
122,11936888,Dawn,Sleepless,Nimo,Anemone,Piranha,Anemone,Nimo
123,11945091,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
124,11805828,Reptile,Chubby,Small Frill,Green Thorns,Razor Bite,Dual Blade,Potato Leaf
125,11879565,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
126,11945103,Bird,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
127,11912337,Aquatic,Sleepless,Nimo,Sponge,Axie Kiss,Babylonia,Nimo
128,11912347,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Ranchu
129,11715740,Beast,Zeal,Innocent Lamb,Perch,Confident,Merry,Cottontail
130,11928732,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
131,10077343,Aquatic,Gero,Nimo,Anemone,Piranha,Anemone,Nimo
132,11895967,Aquatic,Gero,Nimo,Anemone,Lam,Anemone,Nimo
133,11945132,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
134,1197,Beast,Confused,Nut Cracker,Ronin,Zigzag,Winter Branch,Swallow
135,11945136,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
136,11912382,Bird,Kotaro?,Nut Cracker,Tri Feather,Kotaro,Wing Horn,Ranchu
137,11674815,Dawn,Kotaro?,Earwing,Tri Feather,Kotaro,Kestrel,Cottontail
138,11912388,Bug,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Cloud
139,11642059,Bug,Nerdy,Innocent Lamb,Tri Feather,Confident,Arco,Ant
140,9069785,Aquatic,Gero,Inkling,Anemone,Goda,Anemone,Nimo
141,11936989,Dawn,Sleepless,Nimo,Anemone,Goda,Anemone,Nimo
142,11855078,Mech,Clear,Leafy,Buzz Buzz,Catfish,Bamboo Shoot,Cottontail
143,11871463,Mech,Chubby,Pink Cheek,Cupid,Axie Kiss,Dual Blade,Carrot
144,11912430,Dawn,Kotaro?,Owl,Tri Feather,Kotaro,Wing Horn,Rice
145,11937013,Dawn,Sleepless,Innocent Lamb,Anemone,Tiny Turtle,Anemone,Nimo
146,11666717,Beast,Puppy,Earwing,Tri Feather,Confident,Wing Horn,Granma's Fan
147,11937064,Plant,Chubby,Pink Cheek,Cupid,Confident,Arco,Cottontail
148,11748651,Bug,Topaz,Innocent Lamb,Goldfish,Square Teeth,Bumpy,Cattail
149,11928889,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Beech,Nimo
150,11642197,Bird,Kotaro?,Earwing,Tri Feather,Hungry Bird,Kestrel,Cottontail
151,11896166,Plant,Clear,Nimo,Sponge,Serious,Oranda,Nimo
152,11928953,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
153,11920767,Bug,Gecko,Nimo,Sponge,Tiny Turtle,Babylonia,Nimo
154,11904393,Aquatic,Sleepless,Nimo,Sandal,Lam,Babylonia,Nimo
155,11724175,Reptile,Neo,Inkling,Garish Worm,Tiny Turtle,Oranda,Tadpole
156,11904417,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
157,11937189,Aquatic,Little Peas,Nimo,Sandal,Axie Kiss,Babylonia,Nimo
158,11920825,Reptile,Gecko,Nimo,Sponge,Serious,Incisor,Nimo
159,11888075,Dawn,Sleepless,Nimo,Sandal,Piranha,Shoal Star,Nimo
160,11920863,Mech,Zeal,Innocent Lamb,Perch,Silence Whisper,Scaly Spoon,Cottontail
161,11814378,Beast,Chubby,Innocent Lamb,Scarab,Confident,Dual Blade,Hare
162,11945490,Reptile,Papi,Sidebarb,Tri Spikes,Toothless Bite,Scaly Spear,Gila
163,11798050,Dusk,Tricky,Tassels,Indian Star,Herbivore,Leaf Bug,Pupae
164,11904541,Aquatic,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Ranchu
165,11896367,Plant,Sleepless,Leafy,Ronin,Axie Kiss,Bamboo Shoot,Nimo
166,11929146,Aquatic,Telescope,Nimo,Sandal,Piranha,Babylonia,Nimo
167,11937353,Beast,Chubby,Earwing,Buzz Buzz,Catfish,Arco,Gerbil
168,10413657,Aquatic,Clear,Nimo,Anemone,Piranha,Anemone,Nimo
169,11920990,Aquatic,Clear,Nimo,Tri Feather,Kotaro,Wing Horn,Ranchu
170,11773554,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
171,10561139,Reptile,Gecko,Sidebarb,Tri Spikes,Kotaro,Cerastes,Iguana
172,11658880,Dawn,Tricky,Innocent Lamb,Tri Feather,Cute Bunny,Wing Horn,Cottontail
173,11658889,Bug,Chubby,Innocent Lamb,Tri Feather,Axie Kiss,Wing Horn,Cottontail
174,11945616,Dawn,Sleepless,Nimo,Anemone,Goda,Anemone,Nimo
175,11896469,Aquatic,Topaz,Innocent Lamb,Sandal,Silence Whisper,Babylonia,Nimo
176,11937432,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
177,11880090,Bird,Clear,Earwing,Buzz Buzz,Catfish,Dual Blade,Ranchu
178,11773615,Beast,Chubby,Earwing,Buzz Buzz,Kotaro,Dual Blade,Granma's Fan
179,11724471,Mech,Tricky,Tassels,Pumpkin,Pincer,Unko,Ant
180,11716282,Plant,Gecko,Small Frill,Green Thorns,Tiny Turtle,Scaly Spoon,Gila
181,11937468,Bird,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
182,11937495,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
183,11921120,Bird,Confused,Swirl,Garish Worm,Goda,Shoal Star,Nimo
184,11593442,Dawn,Robin,Earwing,Tri Feather,Hungry Bird,Eggshell,Granma's Fan
185,11937513,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
186,11822845,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Watermelon,Grass Snake
187,11675412,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Oranda,Yam
188,9824023,Aquatic,Sleepless,Nimo,Anemone,Piranha,Anemone,Nimo
189,11806495,Bird,Little Owl,Owl,Tri Feather,Little Owl,Feather Spear,Feather Fan
190,11872041,Bird,Sleepless,Leafy,Garish Worm,Square Teeth,Bamboo Shoot,Ranchu
191,11667253,Beast,Robin,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
192,11888456,Beast,Little Peas,Zen,Ronin,Confident,Imp,Shrimp
193,11872072,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Scaly Spear,Yam
194,11913052,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
195,11921258,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
196,11782004,Mech,Topaz,Innocent Lamb,Hero,Piranha,Babylonia,Nimo
197,11929481,Dusk,Confused,Swirl,Tri Feather,Cute Bunny,Bumpy,Nimo
198,11773852,Dusk,Neo,Inkling,Raven,Doubletalk,Shoal Star,Cottontail
199,11904944,Beast,Chubby,Earwing,Tri Feather,Axie Kiss,Arco,Granma's Fan
200,11896768,Aquatic,Chubby,Earwing,Tri Feather,Kotaro,Wing Horn,Ranchu
201,11880396,Aquatic,Topaz,Innocent Lamb,Garish Worm,Peace Maker,Babylonia,Nimo
202,11839464,Reptile,Gecko,Sidebarb,Tri Spikes,Kotaro,Scaly Spear,Snake Jar
203,11667452,Bird,Chubby,Earwing,Tri Feather,Goda,Wing Horn,Cottontail
204,6989826,Plant,Papi,Sakura,Pumpkin,Serious,Cactus,Cattail
205,11626499,Plant,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Cottontail
206,11937809,Bug,Clear,Nimo,Sponge,Catfish,Oranda,Nimo
207,11921432,Bird,Confused,Swirl,Pigeon Post,Silence Whisper,Shoal Star,Nimo
208,11929626,Reptile,Gecko,Sidebarb,Tri Spikes,Kotaro,Scaly Spear,Grass Snake
209,11937819,Bird,Confused,Swirl,Garish Worm,Doubletalk,Parasite,Nimo
210,11397154,Bird,Clear,Earwing,Raven,Hungry Bird,Imp,Granma's Fan
211,11847726,Reptile,Chubby,Small Frill,Green Thorns,Razor Bite,Dual Blade,Grass Snake
212,11888690,Reptile,Chubby,Small Frill,Green Thorns,Toothless Bite,Dual Blade,Grass Snake
213,9070645,Aquatic,Telescope,Nimo,Sponge,Lam,Babylonia,Nimo
214,11913283,Mech,Little Peas,Pogona,Ronin,Confident,Imp,Tiny Dino
215,11921493,Bug,Topaz,Innocent Lamb,Blue Moon,Piranha,Babylonia,Nimo
216,11937876,Reptile,Nerdy,Innocent Lamb,Pumpkin,Peace Maker,Leaf Bug,Ant
217,11921516,Mech,Topaz,Innocent Lamb,Garish Worm,Piranha,Babylonia,Nimo
218,11847789,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Watermelon,Potato Leaf
219,11946102,Plant,Scar,Earwing,Tri Feather,Piranha,Wing Horn,Cloud
220,11946122,Mech,Gecko,Small Frill,Green Thorns,Tiny Turtle,Dual Blade,Gila
221,11667596,Bird,Mavis,Earwing,Tri Feather,Doubletalk,Wing Horn,Granma's Fan
222,11847846,Bird,Confused,Swirl,Garish Worm,Pincer,Leaf Bug,Nimo
223,11724967,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Scaly Spoon,Gila
224,11626668,Bird,Lucas,Earwing,Cupid,Peace Maker,Eggshell,Granma's Fan
225,11782320,Bug,Topaz,Innocent Lamb,Timber,Square Teeth,Bumpy,Nimo
226,5146800,Plant,Chubby,Sakura,Pumpkin,Serious,Cerastes,Cattail
227,11659453,Dawn,Chubby,Innocent Lamb,Tri Feather,Axie Kiss,Wing Horn,Cottontail
228,11618504,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Scaly Spoon,Grass Snake
229,2264,Beast,Little Peas,Nyan,Buzz Buzz,Goda,Winter Branch,Carrot
230,11921640,Aquatic,Gecko,Nimo,Sponge,Square Teeth,Oranda,Nimo
231,11921647,Aquatic,Gecko,Nimo,Sponge,Square Teeth,Babylonia,Nimo
232,11921677,Aquatic,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Ranchu
233,11888920,Mech,Chubby,Nyan,Scarab,Axie Kiss,Dual Blade,Cottontail
234,11897131,Bird,Kotaro?,Earwing,Tri Feather,Axie Kiss,Wing Horn,Ranchu
235,11938094,Dawn,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
236,11905332,Bug,Topaz,Innocent Lamb,Blue Moon,Piranha,Babylonia,Nimo
237,18765,Bird,Nerdy,Gill,Buzz Buzz,Catfish,Umaibo,Shrimp
238,11929935,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
239,11929947,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
240,11880801,Beast,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
241,11897194,Reptile,Chubby,Small Frill,Green Thorns,Razor Bite,Dual Blade,Grass Snake
242,11913593,Bird,Clear,Nimo,Buzz Buzz,Kotaro,Wing Horn,Ranchu
243,5572995,Aquatic,Sleepless,Tiny Fan,Goldfish,Piranha,Anemone,Nimo
244,11905424,Aquatic,Kotaro?,Nimo,Sandal,Piranha,Babylonia,Nimo
245,11905442,Mech,Puppy,Innocent Lamb,Timber,Confident,Teal Shell,Ant
246,11798965,Dawn,Topaz,Innocent Lamb,Timber,Confident,Teal Shell,Nimo
247,11913658,Beast,Chubby,Earwing,Cupid,Toothless Bite,Wing Horn,Granma's Fan
248,11938240,Bug,Papi,Innocent Lamb,Indian Star,Silence Whisper,Rose Bud,Potato Leaf
249,11864545,Beast,Little Peas,Leafy,Ronin,Kotaro,Bamboo Shoot,Shrimp
250,11930083,Dawn,Sleepless,Seaslug,Anemone,Lam,Anemone,Nimo
251,11823590,Dawn,Tricky,Nimo,Pumpkin,Pincer,Leaf Bug,Nimo
252,6056424,Aquatic,Telescope,Nimo,Anemone,Piranha,Anemone,Nimo
253,4442616,Plant,Lucas,Rosa,Pumpkin,Serious,Rose Bud,Cattail
254,11913721,Dawn,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Twin Tail
255,6040065,Aquatic,Gero,Nimo,Sponge,Piranha,Shoal Star,Nimo
256,7973378,Aquatic,Gero,Nimo,Anemone,Piranha,Anemone,Nimo
257,11946508,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
258,11921955,Reptile,Gecko,Friezard,Green Thorns,Tiny Turtle,Dual Blade,Nimo
259,11700792,Bug,Topaz,Innocent Lamb,Tri Feather,Kotaro,Bamboo Shoot,Cloud
260,11840057,Plant,Little Peas,Leafy,Ronin,Confident,Bamboo Shoot,Shrimp
261,11913820,Aquatic,Nerdy,Earwing,Tri Feather,Kotaro,Wing Horn,Cottontail
262,11946606,Mech,Tricky,Tassels,Indian Star,Silence Whisper,Bumpy,Ant
263,11872884,Bug,Confused,Swirl,Timber,Cute Bunny,Imp,Nimo
264,11864695,Bug,Gecko,Innocent Lamb,Pumpkin,Silence Whisper,Scaly Spoon,Twin Tail
265,11856506,Aquatic,Topaz,Innocent Lamb,Timber,Square Teeth,Bumpy,Nimo
266,11872892,Bug,Confused,Innocent Lamb,Garish Worm,Goda,Bumpy,Nimo
267,11938435,Mech,Tricky,Innocent Lamb,Indian Star,Silence Whisper,Scaly Spoon,Ant
268,11635335,Bird,Kotaro?,Earwing,Tri Feather,Hungry Bird,Wing Horn,Granma's Fan
269,11627164,Dawn,Robin,Earwing,Tri Feather,Doubletalk,Wing Horn,Granma's Fan
270,11938489,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
271,11848378,Bird,Clear,Leafy,Buzz Buzz,Catfish,Bamboo Shoot,Cottontail
272,11938493,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
273,11864775,Beast,Sleepless,Leafy,Ronin,Confident,Bamboo Shoot,Cottontail
274,11913929,Bird,Kotaro?,Earwing,Tri Feather,Confident,Wing Horn,Cottontail
275,11946699,Dawn,Papi,Innocent Lamb,Indian Star,Silence Whisper,Scaly Spoon,Potato Leaf
276,11807436,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Watermelon,Potato Leaf
277,11848408,Aquatic,Topaz,Innocent Lamb,Timber,Square Teeth,Bumpy,Nimo
278,11684590,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
279,11700975,Mech,Robin,Earwing,Tri Feather,Square Teeth,Wing Horn,Granma's Fan
280,11758324,Bug,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Rice
281,11889402,Dawn,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Shrimp
282,11897611,Bird,Lucas,Owl,Tri Feather,Little Owl,Trump,Feather Fan
283,11905807,Reptile,Gecko,Nimo,Sponge,Tiny Turtle,Lagging,Nimo
284,11946777,Mech,Kotaro?,Early Bird,Sandal,Piranha,Babylonia,Nimo
285,11561758,Plant,Cucumber Slice,Innocent Lamb,Snail Shell,Silence Whisper,Rose Bud,Hatsune
286,11668262,Mech,Gecko,Tassels,Indian Star,Silence Whisper,Scaly Spoon,Ant
287,11561768,Plant,Cucumber Slice,Innocent Lamb,Snail Shell,Silence Whisper,Rose Bud,Hatsune
288,11692840,Dusk,Little Peas,Inkling,Raven,Doubletalk,Pliers,Cottontail
289,11750190,Bug,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
290,11840304,Mech,Neo,Innocent Lamb,Indian Star,Silence Whisper,Scaly Spoon,Ant
291,11742003,Dawn,Topaz,Innocent Lamb,Goldfish,Confident,Oranda,Nimo
292,11938612,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
293,11938617,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
294,11791161,Mech,Chubby,Gill,Jaguar,Axie Kiss,Dual Blade,Cottontail
295,11840328,Aquatic,Sleepless,Inkling,Goldfish,Piranha,Babylonia,Koi
296,11897703,Beast,Sleepless,Zen,Ronin,Axie Kiss,Imp,Shrimp
297,11930498,Mech,Tricky,Innocent Lamb,Mint,Silence Whisper,Scaly Spoon,Ant
298,11692934,Mech,Chubby,Earwing,Tri Feather,Square Teeth,Wing Horn,Granma's Fan
299,11938695,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
300,11856776,Bug,Topaz,Innocent Lamb,Garish Worm,Piranha,Babylonia,Nimo
301,11766666,Bug,Topaz,Innocent Lamb,Timber,Square Teeth,Bumpy,Nimo
302,11676558,Dawn,Little Peas,Innocent Lamb,Tri Feather,Risky Fish,Wing Horn,Cottontail
303,11905935,Aquatic,Clear,Nimo,Sponge,Square Teeth,Oranda,Nimo
304,11733920,Bug,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
305,11856820,Reptile,Chubby,Small Frill,Green Thorns,Razor Bite,Dual Blade,Grass Snake
306,11856825,Reptile,Chubby,Small Frill,Green Thorns,Razor Bite,Dual Blade,Grass Snake
307,11930564,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
308,11938785,Dusk,Confused,Innocent Lamb,Garish Worm,Cute Bunny,Imp,Nimo
309,11652079,Bird,Kotaro?,Earwing,Tri Feather,Hungry Bird,Wing Horn,Granma's Fan
310,11914226,Plant,Lucas,Innocent Lamb,Hero,Confident,Rose Bud,Ant
311,11922429,Beast,Puppy,Nimo,Perch,Confident,Little Branch,Cottontail
312,11930625,Beast,Chubby,Earwing,Buzz Buzz,Confident,Arco,Ranchu
313,11947018,Mech,Topaz,Earwing,Tri Feather,Kotaro,Feather Spear,Ranchu
314,11914269,Reptile,Gecko,Sidebarb,Green Thorns,Tiny Turtle,Scaly Spear,Cottontail
315,11914309,Dawn,Sleepless,Seaslug,Sandal,Piranha,Babylonia,Nimo
316,11775054,Bug,Little Peas,Innocent Lamb,Tri Feather,Confident,Wing Horn,Cottontail
317,10333278,Aquatic,Sleepless,Inkling,Anemone,Goda,Anemone,Nimo
318,11914334,Mech,Sleepless,Nimo,Sandal,Square Teeth,Beech,Nimo
319,11938912,Plant,Tricky,Innocent Lamb,Bidens,Silence Whisper,Rose Bud,Cattail
320,11693158,Bug,Clear,Nimo,Spiky Wing,Lam,Oranda,Nimo
321,11848811,Dawn,Sleepless,Nimo,Sandal,Doubletalk,Babylonia,Nimo
322,11930740,Bug,Little Peas,Zen,Ronin,Confident,Imp,Shiba
323,11881604,Bug,Topaz,Innocent Lamb,Timber,Square Teeth,Bumpy,Nimo
324,11955341,Mech,Puppy,Zen,Ronin,Confident,Imp,Shiba
325,6630548,Aquatic,Confused,Inkling,Goldfish,Risky Fish,Oranda,Nimo
326,11766956,Mech,Chubby,Innocent Lamb,Timber,Cute Bunny,Cerastes,Ant
327,11791536,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Dual Blade,Cottontail
328,11758774,Aquatic,Topaz,Innocent Lamb,Timber,Square Teeth,Bumpy,Nimo
329,11930806,Mech,Gero,Seaslug,Anemone,Lam,Anemone,Nimo
330,11939002,Plant,Tricky,Ear Breathing,Bidens,Silence Whisper,Rose Bud,Cattail
331,11922621,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
332,11914432,Dawn,Topaz,Innocent Lamb,Blue Moon,Square Teeth,Bumpy,Nimo
333,11873493,Mech,Chubby,Small Frill,Green Thorns,Tiny Turtle,Dual Blade,Gila
334,11914463,Reptile,Cucumber Slice,Friezard,Green Thorns,Razor Bite,Oranda,Grass Snake
335,11865320,Mech,Topaz,Innocent Lamb,Goldfish,Piranha,Babylonia,Nimo
336,11709691,Mech,Topaz,Innocent Lamb,Hero,Risky Fish,Shoal Star,Nimo
337,11742470,Mech,Topaz,Innocent Lamb,Sandal,Mosquito,Incisor,Nimo
338,11889959,Bug,Gero,Nimo,Sandal,Piranha,Oranda,Nimo
339,11210026,Reptile,Gecko,Pogona,Bidens,Kotaro,Scaly Spoon,Tiny Dino
340,11922755,Dawn,Topaz,Innocent Lamb,Blue Moon,Square Teeth,Bumpy,Nimo
341,11898226,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Tadpole
342,11898227,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
343,11849084,Mech,Little Peas,Leafy,Ronin,Toothless Bite,Bamboo Shoot,Carrot
344,11709830,Bird,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
345,11832714,Reptile,Clear,Leafy,Buzz Buzz,Kotaro,Bamboo Shoot,Wall Gecko
346,11840910,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Watermelon,Gila
347,11890062,Reptile,Chubby,Small Frill,Green Thorns,Razor Bite,Dual Blade,Iguana
348,11939220,Bird,Kotaro?,Earwing,Tri Feather,Catfish,Wing Horn,Navaga
349,11668886,Bird,Robin,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
350,11685281,Aquatic,Scar,Nimo,Sponge,Risky Fish,Wing Horn,Nimo
351,11898280,Bug,Bookworm,Nimo,Sponge,Square Teeth,Oranda,Nimo
352,11750827,Aquatic,Topaz,Innocent Lamb,Garish Worm,Square Teeth,Wing Horn,Nimo
353,2387383,Plant,Papi,Sakura,Pumpkin,Serious,Rose Bud,Cattail
354,11709880,Bug,Little Peas,Innocent Lamb,Tri Feather,Confident,Wing Horn,Cottontail
355,11791799,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Watermelon,Potato Leaf
356,11709886,Bird,Little Owl,Owl,Tri Feather,Little Owl,Feather Spear,Feather Fan
357,4763082,Aquatic,Gero,Nimo,Anemone,Piranha,Oranda,Nimo
358,11800017,Plant,Lucas,Innocent Lamb,Bidens,Serious,Bamboo Shoot,Cattail
359,11767267,Beast,Chubby,Earwing,Buzz Buzz,Confident,Dual Blade,Yam
360,11750910,Beast,Confused,Innocent Lamb,Pumpkin,Goda,Bamboo Shoot,Cottontail
361,11841025,Dusk,Confused,Innocent Lamb,Garish Worm,Goda,Shoal Star,Nimo
362,11914754,Aquatic,Confused,Innocent Lamb,Garish Worm,Peace Maker,Feather Spear,Nimo
363,11914757,Dusk,Confused,Innocent Lamb,Garish Worm,Cute Bunny,Parasite,Nimo
364,11939355,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Shrimp
365,11644445,Bird,Chubby,Earwing,Tri Feather,Risky Fish,Wing Horn,Granma's Fan
366,11898398,Beast,Chubby,Earwing,Tri Feather,Confident,Dual Blade,Granma's Fan
367,11890208,Dawn,Topaz,Innocent Lamb,Timber,Square Teeth,Bumpy,Nimo
368,11922978,Aquatic,Gecko,Nimo,Sandal,Piranha,Dual Blade,Nimo
369,11939369,Bird,Kotaro?,Earwing,Cupid,Kotaro,Wing Horn,Granma's Fan
370,11947562,Dawn,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
371,11947569,Mech,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo
372,11923016,Aquatic,Sleepless,Nimo,Sandal,Piranha,Shoal Star,Nimo
373,11718224,Dawn,Kotaro?,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
374,11677274,Bug,Robin,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan
375,11832937,Mech,Clear,Leafy,Jaguar,Toothless Bite,Bamboo Shoot,Nimo
376,11939438,Bird,Little Peas,Leafy,Garish Worm,Piranha,Bamboo Shoot,Nimo
377,11949,Beast,Gero,Puppy,Sandal,Cute Bunny,Dual Blade,Cloud
378,11939510,Aquatic,Sleepless,Nimo,Sandal,Mosquito,Babylonia,Nimo
379,11898553,Aquatic,Kotaro?,Earwing,Tri Feather,Square Teeth,Wing Horn,Granma's Fan
380,11931326,Aquatic,Little Peas,Nimo,Sponge,Square Teeth,Oranda,Nimo
381,8015552,Aquatic,Telescope,Nimo,Anemone,Lam,Anemone,Nimo
382,11906758,Plant,Clear,Innocent Lamb,Bidens,Silence Whisper,Anemone,Cattail
383,11947724,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
384,11947734,Mech,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
385,11890393,Beast,Chubby,Earwing,Cupid,Hungry Bird,Arco,Granma's Fan
386,11882207,Aquatic,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
387,11947748,Dawn,Sleepless,Seaslug,Sandal,Square Teeth,Babylonia,Nimo
388,11947756,Mech,Sleepless,Sidebarb,Sandal,Square Teeth,Babylonia,Nimo
389,11947764,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
390,11931385,Dawn,Sleepless,Nimo,Sandal,Piranha,Trump,Nimo
391,8154876,Aquatic,Sleepless,Nimo,Anemone,Piranha,Anemone,Nimo
392,5811968,Aquatic,Gero,Nimo,Anemone,Risky Fish,Anemone,Cattail
393,11742979,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Scaly Spoon,Cattail
394,11677444,Plant,Kotaro?,Nimo,Tri Feather,Kotaro,Wing Horn,Granma's Fan
395,11939604,Dawn,Sleepless,Beetle Spike,Sandal,Square Teeth,Anemone,Nimo
396,11939605,Aquatic,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo
397,11726636,Dawn,Papi,Innocent Lamb,Hermit,Silence Whisper,Merry,Pupae
398,11906866,Bug,Tricky,Innocent Lamb,Indian Star,Silence Whisper,Rose Bud,Cottontail
399,11939636,Mech,Gero,Nimo,Anemone,Piranha,Anemone,Koi
400,11882300,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo
401,4886344,Aquatic,Clear,Nimo,Sponge,Tiny Turtle,Clamshell,Nimo
402,11906902,Bug,Robin,Earwing,Tri Feather,Cute Bunny,Wing Horn,Cloud
403,11661146,Bird,Little Owl,Owl,Pigeon Post,Little Owl,Wing Horn,Cloud
404,462694,Beast,Chubby,Nyan,Ronin,Axie Kiss,Oranda,Cottontail
